Domain,Base Domain,Canonical URL,Agency,Branch,Participates in DAP?
echo.nasa.gov,nasa.gov,http://echo.nasa.gov,National Aeronautics and Space Administration,Executive,No
eclipse.gsfc.nasa.gov,nasa.gov,https://eclipse.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eclipse2017-v.gsfc.nasa.gov,nasa.gov,http://eclipse2017-v.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eclipse2017.gsfc.nasa.gov,nasa.gov,https://eclipse2017.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eclipse2017.nasa.gov,nasa.gov,https://eclipse2017.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eclipses.gsfc.nasa.gov,nasa.gov,http://eclipses.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ecocast.arc.nasa.gov,nasa.gov,https://ecocast.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ecofr.nasa.gov,nasa.gov,https://ecofr.nasa.gov,National Aeronautics and Space Administration,Executive,No
ecolloq.gsfc.nasa.gov,nasa.gov,https://ecolloq.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ecosar.gsfc.nasa.gov,nasa.gov,http://ecosar.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ecostress.jpl.nasa.gov,nasa.gov,http://ecostress.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ecsinfo.gsfc.nasa.gov,nasa.gov,http://ecsinfo.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
edc.msfc.nasa.gov,nasa.gov,https://edc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
edc.nasa.gov,nasa.gov,http://edc.nasa.gov,National Aeronautics and Space Administration,Executive,No
edgate13.eno.ecs.nasa.gov,nasa.gov,http://edgate13.eno.ecs.nasa.gov,National Aeronautics and Space Administration,Executive,No
edgate32.eno.ecs.nasa.gov,nasa.gov,http://edgate32.eno.ecs.nasa.gov,National Aeronautics and Space Administration,Executive,No
edhs1.gsfc.nasa.gov,nasa.gov,http://edhs1.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
edlr.jpl.nasa.gov,nasa.gov,http://edlr.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
edrn.jpl.nasa.gov,nasa.gov,http://edrn.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
eds.jpl.nasa.gov,nasa.gov,http://eds.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
eds.larc.nasa.gov,nasa.gov,https://eds.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
education.grc.nasa.gov,nasa.gov,https://education.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
education.gsfc.nasa.gov,nasa.gov,http://education.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
education.jsc.nasa.gov,nasa.gov,https://education.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
education.msfc.nasa.gov,nasa.gov,https://education.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
education.nasa.gov,nasa.gov,http://www.education.nasa.gov,National Aeronautics and Space Administration,Executive,No
education.wff.nasa.gov,nasa.gov,https://education.wff.nasa.gov,National Aeronautics and Space Administration,Executive,No
edustudents.jpl.nasa.gov,nasa.gov,http://edustudents.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
eed.gsfc.nasa.gov,nasa.gov,https://eed.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eeo.gsfc.nasa.gov,nasa.gov,http://eeo.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ehb8.gsfc.nasa.gov,nasa.gov,http://ehb8.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ehm.jpl.nasa.gov,nasa.gov,http://ehm.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
ehpd.gsfc.nasa.gov,nasa.gov,https://ehpd.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ehpdmis.gsfc.nasa.gov,nasa.gov,http://ehpdmis.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
einstein.jpl.nasa.gov,nasa.gov,http://einstein.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
eirb.jsc.nasa.gov,nasa.gov,http://eirb.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
electrochem.jpl.nasa.gov,nasa.gov,http://electrochem.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
electrochemistry.grc.nasa.gov,nasa.gov,https://electrochemistry.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
electromagnetics.larc.nasa.gov,nasa.gov,https://electromagnetics.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
electrondevices.grc.nasa.gov,nasa.gov,https://electrondevices.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
elibrary.gsfc.nasa.gov,nasa.gov,http://elibrary.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
els2015.arc.nasa.gov,nasa.gov,https://els2015.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
els2016.arc.nasa.gov,nasa.gov,https://els2016.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
els2017.arc.nasa.gov,nasa.gov,https://els2017.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
elvperf.ksc.nasa.gov,nasa.gov,https://elvperf.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
elvperf.ndc.nasa.gov,nasa.gov,https://elvperf.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
elvppg.ksc.nasa.gov,nasa.gov,http://elvppg.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,No
elvppg.ndc.nasa.gov,nasa.gov,http://elvppg.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
elvprogram.ksc.nasa.gov,nasa.gov,http://elvprogram.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
elvprogram.ndc.nasa.gov,nasa.gov,http://elvprogram.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
emissivity.jpl.nasa.gov,nasa.gov,http://emissivity.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
empl.ksc.nasa.gov,nasa.gov,http://empl.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,No
employeeorientation.nasa.gov,nasa.gov,https://employeeorientation.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ems.eos.nasa.gov,nasa.gov,http://ems.eos.nasa.gov,National Aeronautics and Space Administration,Executive,No
encompass.gsfc.nasa.gov,nasa.gov,https://encompass.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
engineer.jpl.nasa.gov,nasa.gov,http://engineer.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
engineering.grc.nasa.gov,nasa.gov,https://engineering.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
engineering.ksc.nasa.gov,nasa.gov,http://engineering.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,No
engineering.larc.nasa.gov,nasa.gov,https://engineering.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
enose.jpl.nasa.gov,nasa.gov,http://enose.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
enplvpn.eos.nasa.gov,nasa.gov,http://enplvpn.eos.nasa.gov,National Aeronautics and Space Administration,Executive,No
ens.nasa.gov,nasa.gov,https://ens.nasa.gov,National Aeronautics and Space Administration,Executive,No
ens.test.nasa.gov,nasa.gov,https://ens.test.nasa.gov,National Aeronautics and Space Administration,Executive,No
ensight.eos.nasa.gov,nasa.gov,https://ensight.eos.nasa.gov,National Aeronautics and Space Administration,Executive,No
ensight.eosdis.nasa.gov,nasa.gov,https://ensight.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
entre.larc.nasa.gov,nasa.gov,http://entre.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
entre.nasa.gov,nasa.gov,http://entre.nasa.gov,National Aeronautics and Space Administration,Executive,No
environment.arc.nasa.gov,nasa.gov,http://environment.arc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
environmental.ksc.nasa.gov,nasa.gov,https://environmental.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
environmental.larc.nasa.gov,nasa.gov,https://environmental.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eo.arc.nasa.gov,nasa.gov,https://eo.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eo.msfc.nasa.gov,nasa.gov,https://eo.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eo1.gsfc.nasa.gov,nasa.gov,https://eo1.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eob.gsfc.nasa.gov,nasa.gov,http://eob.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eoc.ksc.nasa.gov,nasa.gov,https://eoc.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eodm.hq.nasa.gov,nasa.gov,http://eodm.hq.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eods.nasa.gov,nasa.gov,https://eods.nasa.gov,National Aeronautics and Space Administration,Executive,No
eoeb.hq.nasa.gov,nasa.gov,http://eoeb.hq.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eoimages.gsfc.nasa.gov,nasa.gov,http://eoimages.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eoimages2.gsfc.nasa.gov,nasa.gov,https://eoimages2.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eol.jsc.nasa.gov,nasa.gov,https://eol.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eonet.sci.gsfc.nasa.gov,nasa.gov,http://eonet.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eos.gsfc.nasa.gov,nasa.gov,http://eos.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eosdata.gsfc.nasa.gov,nasa.gov,http://eosdata.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eospso.gsfc.nasa.gov,nasa.gov,http://eospso.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eospso.nasa.gov,nasa.gov,http://eospso.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eosweb.larc.nasa.gov,nasa.gov,https://eosweb.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ep.jpl.nasa.gov,nasa.gov,http://ep.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
epact2.gsfc.nasa.gov,nasa.gov,https://epact2.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
epic.gsfc.nasa.gov,nasa.gov,http://epic.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
epts.nssc.nasa.gov,nasa.gov,https://epts.nssc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eptsfiler.nssc.nasa.gov,nasa.gov,http://eptsfiler.nssc.nasa.gov,National Aeronautics and Space Administration,Executive,No
er.jsc.nasa.gov,nasa.gov,https://er.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
erc.ivv.nasa.gov,nasa.gov,http://erc.ivv.nasa.gov,National Aeronautics and Space Administration,Executive,No
erc.msfc.nasa.gov,nasa.gov,https://erc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esb.nasa.gov,nasa.gov,http://esb.nasa.gov,National Aeronautics and Space Administration,Executive,No
esb.test.nasa.gov,nasa.gov,http://esb.test.nasa.gov,National Aeronautics and Space Administration,Executive,No
esd.gsfc.nasa.gov,nasa.gov,http://esd.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esd.nasa.gov,nasa.gov,http://esd.nasa.gov,National Aeronautics and Space Administration,Executive,No
esdc.ndc.nasa.gov,nasa.gov,http://esdc.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esdepo.gsfc.nasa.gov,nasa.gov,http://esdepo.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esdis.eosdis.nasa.gov,nasa.gov,http://esdis.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
esdpubs.nasa.gov,nasa.gov,https://esdpubs.nasa.gov,National Aeronautics and Space Administration,Executive,No
esg-dav2.jpl.nasa.gov,nasa.gov,http://esg-dav2.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
esg.nccs.nasa.gov,nasa.gov,http://esg.nccs.nasa.gov,National Aeronautics and Space Administration,Executive,No
esgf-node.jpl.nasa.gov,nasa.gov,http://esgf-node.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
esgf.nccs.nasa.gov,nasa.gov,https://esgf.nccs.nasa.gov,National Aeronautics and Space Administration,Executive,No
esi.jpl.nasa.gov,nasa.gov,http://esi.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
esign.jpl.nasa.gov,nasa.gov,http://esign.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
esl.jpl.nasa.gov,nasa.gov,http://esl.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
espd.gsfc.nasa.gov,nasa.gov,https://espd.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
espo.nasa.gov,nasa.gov,https://espo.nasa.gov,National Aeronautics and Space Administration,Executive,No
espoarchive.nasa.gov,nasa.gov,https://espoarchive.nasa.gov,National Aeronautics and Space Administration,Executive,No
esrs.jsc.nasa.gov,nasa.gov,https://esrs.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
essp.larc.nasa.gov,nasa.gov,https://essp.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
esteem-reporting.larc.nasa.gov,nasa.gov,https://esteem-reporting.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esteem.larc.nasa.gov,nasa.gov,https://esteem.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esto.gsfc.nasa.gov,nasa.gov,http://esto.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
esto.nasa.gov,nasa.gov,http://esto.nasa.gov,National Aeronautics and Space Administration,Executive,No
esto.ndc.nasa.gov,nasa.gov,http://esto.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
etacarinae.gsfc.nasa.gov,nasa.gov,https://etacarinae.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
etads.nasa.gov,nasa.gov,https://etads.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ethics.jpl.nasa.gov,nasa.gov,http://ethics.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
etl.jpl.nasa.gov,nasa.gov,http://etl.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
eto.msfc.nasa.gov,nasa.gov,http://eto.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eto.nasa.gov,nasa.gov,http://eto.nasa.gov,National Aeronautics and Space Administration,Executive,No
euclid.gsfc.nasa.gov,nasa.gov,https://euclid.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eud.gsfc.nasa.gov,nasa.gov,https://eud.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
europa.jpl.nasa.gov,nasa.gov,http://europa.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
europa.nasa.gov,nasa.gov,http://europa.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
euve.gsfc.nasa.gov,nasa.gov,http://euve.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
events.jsc.nasa.gov,nasa.gov,https://events.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
events.sewp.nasa.gov,nasa.gov,https://events.sewp.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
evite.jsc.nasa.gov,nasa.gov,http://evite.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
evm.msfc.nasa.gov,nasa.gov,https://evm.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
evm.nasa.gov,nasa.gov,https://evm.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
evt.grc.nasa.gov,nasa.gov,https://evt.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
ewrs.ndc.nasa.gov,nasa.gov,https://ewrs.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
execdev.nasa.gov,nasa.gov,http://execdev.nasa.gov,National Aeronautics and Space Administration,Executive,No
exep-archive.jpl.nasa.gov,nasa.gov,http://exep-archive.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
exep.jpl.nasa.gov,nasa.gov,https://exep.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
exhibits.larc.nasa.gov,nasa.gov,https://exhibits.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
exist.gsfc.nasa.gov,nasa.gov,https://exist.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
exoplanetary.jpl.nasa.gov,nasa.gov,http://exoplanetary.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
exoplanets.jpl.nasa.gov,nasa.gov,https://exoplanets.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
exoplanets.nasa.gov,nasa.gov,https://exoplanets.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
expcon.larc.nasa.gov,nasa.gov,https://expcon.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
exploration.grc.nasa.gov,nasa.gov,https://exploration.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
exploration.jsc.nasa.gov,nasa.gov,https://exploration.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
exploration.nasa.gov,nasa.gov,http://exploration.nasa.gov,National Aeronautics and Space Administration,Executive,No
explorationscience.nasa.gov,nasa.gov,https://explorationscience.nasa.gov,National Aeronautics and Space Administration,Executive,No
explorationsystems.nasa.gov,nasa.gov,http://explorationsystems.nasa.gov,National Aeronautics and Space Administration,Executive,No
exploremars.jpl.nasa.gov,nasa.gov,http://exploremars.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
explorers.gsfc.nasa.gov,nasa.gov,https://explorers.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
explorers.larc.nasa.gov,nasa.gov,https://explorers.larc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
explorersposts.grc.nasa.gov,nasa.gov,https://explorersposts.grc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
express.msfc.nasa.gov,nasa.gov,https://express.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
extapps.ksc.nasa.gov,nasa.gov,http://extapps.ksc.nasa.gov,National Aeronautics and Space Administration,Executive,No
external.jsc.nasa.gov,nasa.gov,https://external.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
eyes.jpl.nasa.gov,nasa.gov,http://eyes.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eyes.nasa.gov,nasa.gov,http://eyes.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
eyesstage.jpl.nasa.gov,nasa.gov,http://eyesstage.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
f64.nsstc.nasa.gov,nasa.gov,https://f64.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
facilitate.larc.nasa.gov,nasa.gov,http://facilitate.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
facilities.grc.nasa.gov,nasa.gov,https://facilities.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
facility.hq.nasa.gov,nasa.gov,http://facility.hq.nasa.gov,National Aeronautics and Space Administration,Executive,No
facility.public.hq.nasa.gov,nasa.gov,http://facility.public.hq.nasa.gov,National Aeronautics and Space Administration,Executive,No
fal.jsc.nasa.gov,nasa.gov,https://fal.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
famelab-eeb.arc.nasa.gov,nasa.gov,https://famelab-eeb.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
famelab.arc.nasa.gov,nasa.gov,https://famelab.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fasd.hq.nasa.gov,nasa.gov,http://fasd.hq.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fbm.earthdata.nasa.gov,nasa.gov,https://fbm.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
fbm.sit.earthdata.nasa.gov,nasa.gov,https://fbm.sit.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
fbm.uat.earthdata.nasa.gov,nasa.gov,https://fbm.uat.earthdata.nasa.gov,National Aeronautics and Space Administration,Executive,No
fcfops.grc.nasa.gov,nasa.gov,https://fcfops.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fcod-web.jsc.nasa.gov,nasa.gov,http://fcod-web.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fcportal.nsstc.nasa.gov,nasa.gov,https://fcportal.nsstc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fdf.gsfc.nasa.gov,nasa.gov,https://fdf.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fdf.ndc.nasa.gov,nasa.gov,https://fdf.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
feer.gsfc.nasa.gov,nasa.gov,http://feer.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fellowship.nasa.gov,nasa.gov,https://fellowship.nasa.gov,National Aeronautics and Space Administration,Executive,No
femci.gsfc.nasa.gov,nasa.gov,https://femci.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fermi.gsfc.nasa.gov,nasa.gov,http://fermi.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fettss.arc.nasa.gov,nasa.gov,https://fettss.arc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
filedrop.cdscc.nasa.gov,nasa.gov,http://filedrop.cdscc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fileplottingtools.larc.nasa.gov,nasa.gov,https://fileplottingtools.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
findyourplace.jpl.nasa.gov,nasa.gov,http://findyourplace.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
finesse.arc.nasa.gov,nasa.gov,https://finesse.arc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fireballs.ndc.nasa.gov,nasa.gov,http://fireballs.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
firefly.gsfc.nasa.gov,nasa.gov,https://firefly.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
firms.modaps.eosdis.nasa.gov,nasa.gov,https://firms.modaps.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
firms2.modaps.eosdis.nasa.gov,nasa.gov,https://firms2.modaps.eosdis.nasa.gov,National Aeronautics and Space Administration,Executive,No
fits.gsfc.nasa.gov,nasa.gov,https://fits.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
flashflux.larc.nasa.gov,nasa.gov,https://flashflux.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
flight-research.larc.nasa.gov,nasa.gov,https://flight-research.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
flight.nasa.gov,nasa.gov,http://flight.nasa.gov,National Aeronautics and Space Administration,Executive,No
flightopportunities.nasa.gov,nasa.gov,https://flightopportunities.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
flightopportunities.ndc.nasa.gov,nasa.gov,https://flightopportunities.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
flightplanning.jpl.nasa.gov,nasa.gov,http://flightplanning.jpl.nasa.gov,National Aeronautics and Space Administration,Executive,No
flightsimulation.larc.nasa.gov,nasa.gov,https://flightsimulation.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fltdecksymposium.larc.nasa.gov,nasa.gov,https://fltdecksymposium.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fmea.iss.nasa.gov,nasa.gov,https://fmea.iss.nasa.gov,National Aeronautics and Space Administration,Executive,No
fod-web.jsc.nasa.gov,nasa.gov,https://fod-web.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fohosc.hosc.msfc.nasa.gov,nasa.gov,http://fohosc.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
foia.larc.nasa.gov,nasa.gov,https://foia.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
foia.msfc.nasa.gov,nasa.gov,https://foia.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fomel.hosc.msfc.nasa.gov,nasa.gov,http://fomel.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
forest.gsfc.nasa.gov,nasa.gov,http://forest.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
formmail.grc.nasa.gov,nasa.gov,https://formmail.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
forms.nasa.gov,nasa.gov,https://forms.nasa.gov,National Aeronautics and Space Administration,Executive,No
forms.test.neacc.nasa.gov,nasa.gov,https://forms.test.neacc.nasa.gov,National Aeronautics and Space Administration,Executive,No
foums.hosc.msfc.nasa.gov,nasa.gov,http://foums.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fpd.gsfc.nasa.gov,nasa.gov,https://fpd.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fpd.larc.nasa.gov,nasa.gov,https://fpd.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fpdbomgar.ndc.nasa.gov,nasa.gov,http://fpdbomgar.ndc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fpimis.gsfc.nasa.gov,nasa.gov,http://fpimis.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
frc-grants.arc.nasa.gov,nasa.gov,https://frc-grants.arc.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
fred.hq.nasa.gov,nasa.gov,http://fred.hq.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
freecycle.gsfc.nasa.gov,nasa.gov,http://freecycle.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
friendsandfamily.jsc.nasa.gov,nasa.gov,https://friendsandfamily.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fso.jsc.nasa.gov,nasa.gov,https://fso.jsc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ftools.gsfc.nasa.gov,nasa.gov,http://ftools.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ftp-gte.larc.nasa.gov,nasa.gov,http://ftp-gte.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ftpbrowser.gsfc.nasa.gov,nasa.gov,http://ftpbrowser.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
ftsdb.grc.nasa.gov,nasa.gov,https://ftsdb.grc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fun3d.larc.nasa.gov,nasa.gov,https://fun3d.larc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fv.gsfc.nasa.gov,nasa.gov,http://fv.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fvncep.gsfc.nasa.gov,nasa.gov,http://fvncep.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
fvnwp.gsfc.nasa.gov,nasa.gov,http://fvnwp.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
g-limit.msfc.nasa.gov,nasa.gov,http://g-limit.msfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
g5nr.nccs.nasa.gov,nasa.gov,http://g5nr.nccs.nasa.gov,National Aeronautics and Space Administration,Executive,No
gac.gsfc.nasa.gov,nasa.gov,http://gac.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
gacp.giss.nasa.gov,nasa.gov,http://gacp.giss.nasa.gov,National Aeronautics and Space Administration,Executive,Yes
galexgi.gsfc.nasa.gov,nasa.gov,https://galexgi.gsfc.nasa.gov,National Aeronautics and Space Administration,Executive,No
